strategy,dataset,seed,final_accuracy,forgetting,time_seconds,routes,macs_saved_pct,routing_macs,task_accuracies,acc_matrix
ea_nps,split_mnist,42,0.9385,0.055,43.8,sgd→er→er→freeze→freeze,-17.1,9859584,"[np.float64(0.9934673366834171), np.float64(0.9846631212010741), np.float64(0.968835576996276), np.float64(0.9447236169710739), np.float64(0.938490492223535)]","[[0.9934673366834171], [0.9773869346733668, 0.9919393077287814], [0.950251256281407, 0.9658605974395448, 0.9903948772678762], [0.9391959798994974, 0.9506875296348981, 0.9151547491995731, 0.9738562091503268], [0.9105527638190954, 0.9345661450924608, 0.9252934898612594, 0.9411764705882353, 0.9808635917566242]]"
