strategy,dataset,seed,final_accuracy,forgetting,time_seconds,routes,macs_saved_pct,routing_macs,task_accuracies,acc_matrix
ea_nps,split_mnist,42,0.9382,0.0553,42.8,sgd→er→er→er→er,1.1,7042560,"[np.float64(0.9934673366834171), np.float64(0.9846631212010741), np.float64(0.968835576996276), np.float64(0.9543280076391212), np.float64(0.9382080033883831)]","[[0.9934673366834171], [0.9773869346733668, 0.9919393077287814], [0.950251256281407, 0.9658605974395448, 0.9903948772678762], [0.9407035175879397, 0.9620673304883831, 0.9306296691568837, 0.983911513323278], [0.9180904522613065, 0.9369369369369369, 0.9311632870864461, 0.9200603318250377, 0.9847890088321885]]"
